item_id,model_state,do,pp
0,initial,-8.479555130004883,-6.656296253204346
1,initial,-8.139665603637695,-7.3513569831848145
2,initial,-7.286131381988525,-6.803798675537109
3,initial,-8.892110824584961,-7.852362155914307
4,initial,-8.533738136291504,-6.318157196044922
5,initial,-8.088251113891602,-7.168287754058838
6,initial,-9.741329193115234,-7.679293155670166
7,initial,-8.257309913635254,-6.803035736083984
8,initial,-7.066961765289307,-5.677048683166504
9,initial,-7.286131381988525,-6.803798675537109
10,initial,-9.345295906066895,-7.663625717163086
11,initial,-6.852330684661865,-6.368950843811035
12,initial,-8.86778450012207,-6.957479953765869
13,initial,-9.755915641784668,-7.344385147094727
14,initial,-7.066961765289307,-5.677048683166504
15,initial,-9.08325481414795,-7.419833660125732
16,initial,-7.863795280456543,-6.598702907562256
17,initial,-7.452158451080322,-6.954455852508545
18,initial,-9.122527122497559,-8.216153144836426
19,initial,-7.330018043518066,-6.742918491363525
20,initial,-6.355705261230469,-6.201842308044434
21,initial,-7.667545318603516,-6.770255088806152
22,initial,-8.719743728637695,-7.763750076293945
23,initial,-7.941225051879883,-6.84302282333374
24,initial,-8.99046802520752,-7.498019695281982
25,initial,-7.941225051879883,-6.84302282333374
26,initial,-9.376171112060547,-7.944559574127197
27,initial,-8.8373441696167,-7.914207458496094
28,initial,-7.053055286407471,-6.608650207519531
29,initial,-9.300272941589355,-8.186774253845215
30,initial,-7.254100799560547,-6.836052894592285
31,initial,-7.980782985687256,-6.932401180267334
32,initial,-8.719741821289062,-7.763749599456787
33,initial,-7.980782985687256,-6.932401180267334
34,initial,-7.377651214599609,-7.037925720214844
35,initial,-8.391386985778809,-8.170844078063965
36,initial,-7.0530548095703125,-6.608650207519531
37,initial,-7.980782985687256,-6.932401180267334
38,initial,-6.804500579833984,-6.545609474182129
39,initial,-6.483588695526123,-6.3008713722229
40,initial,-6.83722448348999,-6.49015998840332
41,initial,-7.516068458557129,-6.912223815917969
42,initial,-7.2090229988098145,-6.601317405700684
43,initial,-8.198934555053711,-7.692396640777588
44,initial,-7.808880805969238,-6.899211406707764
45,initial,-7.403883934020996,-6.730286598205566
46,initial,-7.349285125732422,-6.72182035446167
47,initial,-6.957144737243652,-6.650155067443848
48,initial,-8.40595817565918,-7.460638046264648
49,initial,-7.110056400299072,-6.428532600402832
50,initial,-8.320990562438965,-7.368686676025391
51,initial,-9.029505729675293,-7.714189529418945
52,initial,-7.413270473480225,-6.853614330291748
53,initial,-8.215829849243164,-7.451694011688232
54,initial,-8.043644905090332,-7.531476974487305
55,initial,-7.297116756439209,-6.712985515594482
56,initial,-7.572115898132324,-6.84039306640625
57,initial,-6.76547908782959,-6.4017462730407715
58,initial,-7.91774845123291,-6.825944423675537
59,initial,-7.677867412567139,-6.808062553405762
60,initial,-8.702603340148926,-7.718299388885498
61,initial,-9.568175315856934,-8.171553611755371
62,initial,-9.782317161560059,-8.12976360321045
63,initial,-9.968335151672363,-8.167936325073242
64,initial,-8.570425033569336,-7.8505096435546875
65,initial,-7.796885013580322,-6.9903106689453125
66,initial,-9.072125434875488,-7.697446346282959
67,initial,-10.806520462036133,-9.332503318786621
68,initial,-8.944620132446289,-7.120710849761963
69,initial,-8.440987586975098,-7.422746658325195
70,initial,-8.643272399902344,-7.560290336608887
71,initial,-9.89196491241455,-8.490802764892578
72,initial,-7.3561835289001465,-6.681468963623047
73,initial,-8.3687744140625,-7.427123069763184
74,initial,-7.289495944976807,-7.029965877532959
75,initial,-10.064828872680664,-7.880022048950195
76,initial,-8.57564926147461,-7.567335605621338
77,initial,-10.135286331176758,-8.10507869720459
78,initial,-7.853209018707275,-6.871849060058594
79,initial,-8.495633125305176,-7.400661468505859
80,initial,-5.967455863952637,-5.456387042999268
81,initial,-6.007579803466797,-5.375062465667725
82,initial,-7.852943420410156,-7.280374526977539
83,initial,-6.898075103759766,-6.067036151885986
84,initial,-7.100767135620117,-6.388926029205322
85,initial,-8.645971298217773,-7.591511249542236
86,initial,-8.1244535446167,-7.570693016052246
87,initial,-7.052953720092773,-6.950376510620117
88,initial,-7.140028953552246,-6.769454479217529
89,initial,-5.820953369140625,-5.565180778503418
90,initial,-6.981733798980713,-5.926657676696777
91,initial,-9.113167762756348,-8.340008735656738
92,initial,-6.0760674476623535,-5.710109710693359
93,initial,-7.280378818511963,-6.653970718383789
94,initial,-7.322368144989014,-6.757845401763916
95,initial,-7.111914157867432,-6.587119102478027
96,initial,-6.197771072387695,-5.4741291999816895
97,initial,-6.540574073791504,-6.035671710968018
98,initial,-8.43586540222168,-7.5547566413879395
99,initial,-6.544106483459473,-5.691405773162842
100,initial,-7.619285583496094,-6.570499420166016
101,initial,-7.684986591339111,-6.987575054168701
102,initial,-8.790701866149902,-7.204238414764404
103,initial,-7.4644951820373535,-6.335052490234375
104,initial,-7.4644951820373535,-6.335052490234375
105,initial,-7.036407947540283,-6.237420082092285
106,initial,-8.743803977966309,-7.495432376861572
107,initial,-8.3164644241333,-7.19728946685791
