item_id,model_state,dative,score
1,initial,pp,-8.900676727294922
2,initial,pp,-8.953290939331055
3,initial,pp,-8.77387809753418
4,initial,pp,-8.866523742675781
5,initial,pp,-8.541586875915527
6,initial,pp,-8.66347885131836
7,initial,pp,-9.137391090393066
8,initial,pp,-8.296577453613281
9,initial,pp,-7.6463775634765625
10,initial,pp,-8.380724906921387
11,initial,pp,-7.0000834465026855
12,initial,pp,-6.553187847137451
13,initial,pp,-8.496759414672852
14,initial,pp,-6.540975570678711
15,initial,pp,-8.49680233001709
16,initial,pp,-8.296577453613281
17,initial,pp,-8.701443672180176
18,initial,pp,-7.945793628692627
19,initial,pp,-8.448616981506348
20,initial,pp,-7.9645676612854
21,initial,pp,-8.630868911743164
22,initial,pp,-7.072301387786865
23,initial,pp,-8.744223594665527
24,initial,pp,-8.943246841430664
25,initial,pp,-8.88439655303955
26,initial,pp,-8.753129959106445
27,initial,pp,-8.52191162109375
28,initial,pp,-8.208539009094238
29,initial,pp,-8.514714241027832
30,initial,pp,-8.732645034790039
31,initial,pp,-8.599759101867676
32,initial,pp,-8.943246841430664
33,initial,pp,-8.768807411193848
34,initial,pp,-9.088248252868652
35,initial,pp,-6.783228874206543
36,initial,pp,-7.076625347137451
37,initial,pp,-8.514714241027832
38,initial,pp,-7.839148044586182
39,initial,pp,-9.238031387329102
40,initial,pp,-8.62861442565918
41,initial,pp,-8.353854179382324
42,initial,pp,-7.929459571838379
43,initial,pp,-7.197867393493652
44,initial,pp,-8.195086479187012
45,initial,pp,-8.367491722106934
46,initial,pp,-8.058891296386719
47,initial,pp,-8.913291931152344
48,initial,pp,-7.484216690063477
49,initial,pp,-7.90494966506958
50,initial,pp,-7.655966758728027
51,initial,pp,-8.190813064575195
52,initial,pp,-7.113622188568115
53,initial,pp,-8.027647018432617
54,initial,pp,-7.77236795425415
55,initial,pp,-7.859009742736816
56,initial,pp,-6.69187593460083
57,initial,pp,-6.341477394104004
58,initial,pp,-7.6766157150268555
59,initial,pp,-8.045024871826172
60,initial,pp,-8.205052375793457
61,initial,pp,-8.532343864440918
62,initial,pp,-8.164641380310059
63,initial,pp,-8.81937026977539
64,initial,pp,-9.149640083312988
65,initial,pp,-7.6206512451171875
66,initial,pp,-8.814064979553223
67,initial,pp,-6.8861894607543945
68,initial,pp,-8.743279457092285
69,initial,pp,-9.605198860168457
70,initial,pp,-8.86131763458252
71,initial,pp,-6.630456924438477
72,initial,pp,-9.56470775604248
73,initial,pp,-9.056766510009766
74,initial,pp,-10.032416343688965
75,initial,pp,-8.070267677307129
76,initial,pp,-7.446238040924072
77,initial,pp,-7.1633195877075195
78,initial,pp,-7.4826154708862305
79,initial,pp,-7.844212055206299
80,initial,pp,-8.780972480773926
81,initial,pp,-8.199187278747559
82,initial,pp,-6.759347438812256
83,initial,pp,-7.4782304763793945
84,initial,pp,-7.1452484130859375
85,initial,pp,-6.759347438812256
86,initial,pp,-7.1892571449279785
87,initial,pp,-6.879541873931885
88,initial,pp,-6.700891017913818
89,initial,pp,-7.240908145904541
90,initial,pp,-7.195214748382568
91,initial,pp,-7.224780082702637
92,initial,pp,-8.891128540039062
93,initial,pp,-7.216832160949707
94,initial,pp,-6.727171897888184
95,initial,pp,-6.9221086502075195
96,initial,pp,-7.337815284729004
97,initial,pp,-8.519369125366211
98,initial,pp,-8.985770225524902
99,initial,pp,-7.319522380828857
100,initial,pp,-7.946861267089844
101,initial,pp,-6.639009475708008
102,initial,pp,-7.9840087890625
103,initial,pp,-8.196087837219238
104,initial,pp,-7.2014241218566895
105,initial,pp,-7.689766883850098
106,initial,pp,-8.027894020080566
107,initial,pp,-7.851677894592285
108,initial,pp,-8.741739273071289
109,initial,pp,-7.711589813232422
110,initial,pp,-8.443690299987793
111,initial,pp,-8.07358455657959
112,initial,pp,-7.613909721374512
113,initial,pp,-7.694565296173096
114,initial,pp,-6.632343769073486
115,initial,pp,-8.421716690063477
116,initial,pp,-7.076403617858887
117,initial,pp,-8.337882041931152
118,initial,pp,-6.769441604614258
119,initial,pp,-8.07520580291748
120,initial,pp,-8.264803886413574
121,initial,pp,-8.093392372131348
122,initial,pp,-8.464630126953125
123,initial,pp,-6.833191871643066
124,initial,pp,-8.488109588623047
125,initial,pp,-7.5200324058532715
126,initial,pp,-7.90563440322876
127,initial,pp,-7.426853179931641
128,initial,pp,-8.278111457824707
129,initial,pp,-6.939853668212891
130,initial,pp,-7.7067999839782715
131,initial,pp,-6.939853668212891
132,initial,pp,-8.464629173278809
133,initial,pp,-8.656991004943848
134,initial,pp,-7.828152179718018
135,initial,pp,-8.464629173278809
136,initial,pp,-7.905635356903076
137,initial,pp,-8.404082298278809
138,initial,pp,-6.059161186218262
139,initial,pp,-7.988077640533447
140,initial,pp,-8.053915977478027
141,initial,pp,-7.486659526824951
142,initial,pp,-7.4871978759765625
143,initial,pp,-7.5505595207214355
144,initial,pp,-7.823692798614502
