item_id,model_state,dative,score
1,initial,pp,-8.2200288772583
2,initial,pp,-8.326872825622559
3,initial,pp,-7.974131107330322
4,initial,pp,-8.46702766418457
5,initial,pp,-7.839305877685547
6,initial,pp,-8.52664852142334
7,initial,pp,-8.425148963928223
8,initial,pp,-8.35923957824707
9,initial,pp,-7.100300312042236
10,initial,pp,-8.277892112731934
11,initial,pp,-7.049883842468262
12,initial,pp,-5.929854869842529
13,initial,pp,-7.549254894256592
14,initial,pp,-6.122316360473633
15,initial,pp,-8.15883731842041
16,initial,pp,-8.35923957824707
17,initial,pp,-8.156179428100586
18,initial,pp,-6.6884636878967285
19,initial,pp,-7.98829984664917
20,initial,pp,-7.632051944732666
21,initial,pp,-7.786436557769775
22,initial,pp,-7.129478454589844
23,initial,pp,-8.080243110656738
24,initial,pp,-8.31965160369873
25,initial,pp,-8.454466819763184
26,initial,pp,-7.321094036102295
27,initial,pp,-7.986203670501709
28,initial,pp,-7.690199375152588
29,initial,pp,-7.800486087799072
30,initial,pp,-7.726425647735596
31,initial,pp,-8.4334135055542
32,initial,pp,-8.31965160369873
33,initial,pp,-7.539071559906006
34,initial,pp,-8.104584693908691
35,initial,pp,-6.15501594543457
36,initial,pp,-6.441011428833008
37,initial,pp,-7.800486087799072
38,initial,pp,-7.413402080535889
39,initial,pp,-8.216443061828613
40,initial,pp,-7.906677722930908
41,initial,pp,-8.001313209533691
42,initial,pp,-7.652685165405273
43,initial,pp,-7.36375093460083
44,initial,pp,-7.9263458251953125
45,initial,pp,-8.055391311645508
46,initial,pp,-7.669013023376465
47,initial,pp,-7.563263893127441
48,initial,pp,-7.1923112869262695
49,initial,pp,-7.9835524559021
50,initial,pp,-7.464172840118408
51,initial,pp,-7.630918025970459
52,initial,pp,-6.74758243560791
53,initial,pp,-8.040258407592773
54,initial,pp,-8.431829452514648
55,initial,pp,-8.037997245788574
56,initial,pp,-6.56536340713501
57,initial,pp,-6.366147994995117
58,initial,pp,-7.635650634765625
59,initial,pp,-7.826998710632324
60,initial,pp,-7.753137588500977
61,initial,pp,-8.406332969665527
62,initial,pp,-8.253166198730469
63,initial,pp,-8.835415840148926
64,initial,pp,-8.418392181396484
65,initial,pp,-7.9175896644592285
66,initial,pp,-8.534636497497559
67,initial,pp,-6.211669921875
68,initial,pp,-7.920984745025635
69,initial,pp,-8.21575927734375
70,initial,pp,-7.677492618560791
71,initial,pp,-6.546738147735596
72,initial,pp,-8.896814346313477
73,initial,pp,-9.058149337768555
74,initial,pp,-8.81967544555664
75,initial,pp,-8.273587226867676
76,initial,pp,-8.16148853302002
77,initial,pp,-7.499150276184082
78,initial,pp,-7.461010932922363
79,initial,pp,-7.240241050720215
80,initial,pp,-8.9251127243042
81,initial,pp,-7.336540222167969
82,initial,pp,-6.790547847747803
83,initial,pp,-6.83849573135376
84,initial,pp,-6.354201316833496
85,initial,pp,-6.790547847747803
86,initial,pp,-6.6311354637146
87,initial,pp,-6.458542823791504
88,initial,pp,-6.391041278839111
89,initial,pp,-6.8003058433532715
90,initial,pp,-6.3305439949035645
91,initial,pp,-6.509732723236084
92,initial,pp,-8.0908784866333
93,initial,pp,-6.719372749328613
94,initial,pp,-6.704107761383057
95,initial,pp,-6.459777355194092
96,initial,pp,-5.952361583709717
97,initial,pp,-7.619755744934082
98,initial,pp,-7.916416645050049
99,initial,pp,-6.818071365356445
100,initial,pp,-7.168447017669678
101,initial,pp,-6.688760757446289
102,initial,pp,-7.363013744354248
103,initial,pp,-7.284698963165283
104,initial,pp,-7.087337017059326
105,initial,pp,-6.962166786193848
106,initial,pp,-7.13811731338501
107,initial,pp,-7.494648456573486
108,initial,pp,-6.885744571685791
109,initial,pp,-7.48964262008667
110,initial,pp,-7.806937217712402
111,initial,pp,-7.514488220214844
112,initial,pp,-7.552895545959473
113,initial,pp,-7.333625793457031
114,initial,pp,-6.862977027893066
115,initial,pp,-8.032988548278809
116,initial,pp,-6.301029682159424
117,initial,pp,-7.529982089996338
118,initial,pp,-7.082266807556152
119,initial,pp,-7.701562404632568
120,initial,pp,-8.316943168640137
121,initial,pp,-7.18793249130249
