item_id,model_state,score
0,initial,-6.651360988616943
1,initial,-8.764123916625977
2,initial,-6.645013809204102
3,initial,-7.156444549560547
4,initial,-5.9139404296875
5,initial,-8.181736946105957
6,initial,-6.332576274871826
7,initial,-8.016143798828125
8,initial,-6.328299045562744
9,initial,-6.575733184814453
10,initial,-7.7927775382995605
11,initial,-6.712575435638428
12,initial,-6.05450439453125
13,initial,-6.687530994415283
14,initial,-6.602747440338135
15,initial,-6.6594719886779785
16,initial,-8.210671424865723
17,initial,-6.712575435638428
18,initial,-8.113000869750977
19,initial,-6.645013809204102
20,initial,-8.248217582702637
21,initial,-8.097973823547363
22,initial,-8.356900215148926
23,initial,-7.496555805206299
24,initial,-6.634029388427734
25,initial,-8.097973823547363
26,initial,-8.345855712890625
27,initial,-7.348062992095947
28,initial,-6.290901184082031
29,initial,-8.345855712890625
30,initial,-6.785247325897217
31,initial,-8.675387382507324
32,initial,-6.964407444000244
33,initial,-8.395989418029785
34,initial,-8.442167282104492
35,initial,-7.350652694702148
36,initial,-6.5485148429870605
37,initial,-8.371115684509277
38,initial,-6.699487209320068
39,initial,-7.848939418792725
40,initial,-7.810851097106934
41,initial,-6.0190911293029785
42,initial,-8.212242126464844
43,initial,-6.264286518096924
44,initial,-7.45564603805542
45,initial,-8.071197509765625
46,initial,-6.950342655181885
47,initial,-7.301197528839111
48,initial,-7.732070446014404
49,initial,-8.381551742553711
50,initial,-7.918793678283691
51,initial,-7.7122697830200195
52,initial,-6.122253894805908
53,initial,-7.679357528686523
54,initial,-7.30727481842041
55,initial,-7.074040412902832
56,initial,-7.544160842895508
57,initial,-6.868836879730225
58,initial,-7.1729416847229
59,initial,-6.4630255699157715
60,initial,-6.070306777954102
61,initial,-8.575888633728027
62,initial,-8.182829856872559
63,initial,-8.99090576171875
64,initial,-8.881385803222656
65,initial,-7.734803199768066
66,initial,-7.446314334869385
67,initial,-6.270559310913086
68,initial,-7.7662177085876465
69,initial,-6.1812262535095215
70,initial,-7.980741024017334
71,initial,-6.169029235839844
72,initial,-7.491474628448486
73,initial,-8.18795394897461
74,initial,-8.218057632446289
75,initial,-9.2203950881958
76,initial,-8.152800559997559
77,initial,-6.794814109802246
78,initial,-7.107694149017334
79,initial,-6.202850341796875
80,initial,-6.336750507354736
81,initial,-7.60563850402832
82,initial,-6.864068984985352
83,initial,-6.565295696258545
84,initial,-6.7751336097717285
85,initial,-6.510484218597412
86,initial,-6.344435691833496
87,initial,-7.770995616912842
88,initial,-8.566927909851074
89,initial,-6.405580520629883
90,initial,-6.615758895874023
91,initial,-6.445808410644531
92,initial,-6.894891738891602
93,initial,-5.804649829864502
94,initial,-7.405068397521973
95,initial,-7.3468194007873535
96,initial,-7.830384731292725
97,initial,-5.209664821624756
98,initial,-7.404168605804443
99,initial,-5.999403953552246
100,initial,-7.9603447914123535
101,initial,-6.965722560882568
102,initial,-6.848944187164307
103,initial,-7.262742519378662
104,initial,-6.941112995147705
105,initial,-7.7346272468566895
106,initial,-5.57743501663208
107,initial,-6.929670333862305
108,initial,-6.941112995147705
109,initial,-5.655357837677002
110,initial,-8.403403282165527
111,initial,-7.558415412902832
112,initial,-6.287238597869873
113,initial,-7.331179618835449
114,initial,-7.75018310546875
115,initial,-6.0727643966674805
116,initial,-7.18332576751709
117,initial,-7.780697822570801
118,initial,-6.732347011566162
119,initial,-7.5812602043151855
120,initial,-7.912960529327393
121,initial,-7.920267581939697
122,initial,-5.449549198150635
123,initial,-6.063316822052002
124,initial,-6.739479064941406
125,initial,-5.449549198150635
126,initial,-8.538867950439453
127,initial,-6.836429595947266
128,initial,-7.974183559417725
129,initial,-6.504924297332764
130,initial,-6.622103214263916
131,initial,-5.870048999786377
132,initial,-7.904703617095947
133,initial,-7.864499568939209
134,initial,-6.077121257781982
135,initial,-7.9816412925720215
136,initial,-6.993922233581543
137,initial,-8.43648624420166
138,initial,-6.724503517150879
139,initial,-8.406656265258789
140,initial,-7.035629749298096
141,initial,-6.49650764465332
142,initial,-8.006939888000488
143,initial,-6.176292896270752
144,initial,-8.08605670928955
145,initial,-8.013910293579102
146,initial,-7.125359535217285
147,initial,-7.313794136047363
148,initial,-7.731067657470703
149,initial,-7.539485931396484
150,initial,-7.39955997467041
151,initial,-7.636151313781738
152,initial,-6.476308345794678
153,initial,-6.1605939865112305
154,initial,-7.044382095336914
155,initial,-7.061951637268066
156,initial,-7.044382095336914
157,initial,-7.345001220703125
158,initial,-7.9271392822265625
159,initial,-6.725030422210693
160,initial,-6.831385135650635
