item_id,model_state,do,pp
0,initial,-7.483199119567871,-6.20289945602417
1,initial,-7.8799872398376465,-7.045648574829102
2,initial,-7.380681991577148,-6.823058605194092
3,initial,-8.298264503479004,-7.769065856933594
4,initial,-7.688556671142578,-5.930629730224609
5,initial,-7.6324310302734375,-7.044170379638672
6,initial,-8.657214164733887,-7.567323684692383
7,initial,-8.056225776672363,-6.935493469238281
8,initial,-7.023630619049072,-5.9991774559021
9,initial,-7.380681991577148,-6.823058605194092
10,initial,-9.224678039550781,-7.539463043212891
11,initial,-6.837536334991455,-6.425046443939209
12,initial,-8.312654495239258,-6.358862400054932
13,initial,-8.937474250793457,-7.208756923675537
14,initial,-7.023630619049072,-5.9991774559021
15,initial,-8.918604850769043,-7.432589054107666
16,initial,-7.698731422424316,-6.935884952545166
17,initial,-7.967620372772217,-6.793476104736328
18,initial,-9.014381408691406,-8.075176239013672
19,initial,-7.02626895904541,-6.797056198120117
20,initial,-7.045082092285156,-6.1791229248046875
21,initial,-7.666922092437744,-6.529808521270752
22,initial,-8.228574752807617,-7.738829135894775
23,initial,-8.101675987243652,-6.9424309730529785
24,initial,-8.905378341674805,-7.5451836585998535
25,initial,-8.101675987243652,-6.9424309730529785
26,initial,-8.916169166564941,-7.511836528778076
27,initial,-9.086915016174316,-7.7716755867004395
28,initial,-7.41575813293457,-6.620645999908447
29,initial,-9.1138334274292,-7.901971340179443
30,initial,-8.049582481384277,-6.929198265075684
31,initial,-7.729755401611328,-6.814094543457031
32,initial,-8.22857666015625,-7.738829135894775
33,initial,-7.729755401611328,-6.814094543457031
34,initial,-7.810956001281738,-6.881208419799805
35,initial,-8.744353294372559,-7.680692672729492
36,initial,-7.4157586097717285,-6.620645999908447
37,initial,-7.729755401611328,-6.814094543457031
38,initial,-7.465831279754639,-6.6671857833862305
39,initial,-7.2456374168396,-6.268249988555908
40,initial,-7.430944442749023,-6.652624130249023
41,initial,-7.122838973999023,-6.7748236656188965
42,initial,-7.261474132537842,-6.858660697937012
43,initial,-7.966973781585693,-7.343709468841553
44,initial,-7.975617408752441,-6.644793510437012
45,initial,-7.145062446594238,-6.405564785003662
46,initial,-7.866920471191406,-6.154975414276123
47,initial,-7.460807800292969,-6.931576251983643
48,initial,-8.92841625213623,-8.123473167419434
49,initial,-7.108770847320557,-6.332613945007324
50,initial,-8.242152214050293,-7.183536529541016
51,initial,-9.023977279663086,-7.968734264373779
52,initial,-7.861449241638184,-7.068885803222656
53,initial,-8.318469047546387,-7.209384441375732
54,initial,-7.955150604248047,-7.010870933532715
55,initial,-7.507762908935547,-6.261491298675537
56,initial,-7.308796405792236,-6.264576435089111
57,initial,-6.93715763092041,-6.447439193725586
58,initial,-8.025060653686523,-6.667208671569824
59,initial,-7.292566776275635,-6.431833267211914
60,initial,-8.374845504760742,-7.515702724456787
61,initial,-9.064032554626465,-8.3140869140625
62,initial,-10.14250659942627,-9.184562683105469
63,initial,-9.746386528015137,-8.385571479797363
64,initial,-7.892847537994385,-7.289913654327393
65,initial,-8.20091724395752,-7.173947811126709
66,initial,-8.543646812438965,-7.390244483947754
67,initial,-10.000274658203125,-9.03012752532959
68,initial,-9.034524917602539,-7.272404193878174
69,initial,-8.855520248413086,-7.33777379989624
70,initial,-7.982770919799805,-7.0226006507873535
71,initial,-9.471626281738281,-8.333733558654785
72,initial,-7.241909027099609,-6.4769134521484375
73,initial,-7.316670894622803,-7.062605381011963
74,initial,-6.967167854309082,-6.636473178863525
75,initial,-9.460325241088867,-7.4961700439453125
76,initial,-8.665505409240723,-7.8229169845581055
77,initial,-9.556706428527832,-7.7801666259765625
78,initial,-7.921894073486328,-7.521064758300781
79,initial,-7.936681747436523,-7.318366050720215
80,initial,-5.515960216522217,-5.31937837600708
81,initial,-5.872936248779297,-5.405050277709961
82,initial,-8.148687362670898,-6.965875148773193
83,initial,-6.840862274169922,-6.047427654266357
84,initial,-6.476958274841309,-5.969275951385498
85,initial,-8.174711227416992,-7.794755935668945
86,initial,-7.488323211669922,-6.918956279754639
87,initial,-6.674936294555664,-6.188972473144531
88,initial,-6.684838771820068,-6.054116725921631
89,initial,-5.871988296508789,-5.832533836364746
90,initial,-6.6290602684021,-5.8304443359375
91,initial,-8.928411483764648,-8.274347305297852
92,initial,-6.008884906768799,-5.686522006988525
93,initial,-7.07388162612915,-6.815465450286865
94,initial,-6.901910781860352,-7.016848087310791
95,initial,-7.16845703125,-6.838316917419434
96,initial,-5.943535804748535,-5.5279622077941895
97,initial,-6.633917331695557,-5.932819843292236
98,initial,-8.288007736206055,-7.811223030090332
99,initial,-6.115899085998535,-5.487110137939453
100,initial,-7.766546249389648,-6.1756134033203125
101,initial,-7.844900608062744,-6.890010833740234
102,initial,-9.008708953857422,-7.768609523773193
103,initial,-7.298128128051758,-6.539792537689209
104,initial,-7.298128128051758,-6.539792537689209
105,initial,-7.193356037139893,-6.067572593688965
106,initial,-8.234647750854492,-6.994204521179199
107,initial,-8.446331024169922,-6.713527679443359
108,initial,-6.851626873016357,-5.80814790725708
109,initial,-9.562294960021973,-8.169693946838379
110,initial,-8.338584899902344,-6.820667743682861
111,initial,-7.096061706542969,-6.441212177276611
112,initial,-8.269383430480957,-7.194044589996338
113,initial,-8.3074369430542,-6.812632083892822
114,initial,-6.845852851867676,-6.356794357299805
115,initial,-7.843039512634277,-6.958950042724609
116,initial,-9.434929847717285,-8.003140449523926
117,initial,-7.77000093460083,-6.706386089324951
118,initial,-8.234647750854492,-6.994204521179199
119,initial,-8.521821975708008,-7.401188850402832
120,initial,-7.532649993896484,-6.300715923309326
121,initial,-6.9884490966796875,-5.891879558563232
122,initial,-7.850616931915283,-6.523983001708984
123,initial,-7.537899971008301,-6.016235828399658
124,initial,-7.4968109130859375,-6.414411544799805
125,initial,-9.221465110778809,-7.165171146392822
126,initial,-9.167390823364258,-7.734725475311279
127,initial,-9.055532455444336,-7.136773586273193
128,initial,-7.859063625335693,-6.676967144012451
129,initial,-9.99579906463623,-7.914988040924072
130,initial,-7.8316216468811035,-5.9056572914123535
131,initial,-7.358824253082275,-6.492509841918945
132,initial,-7.132029056549072,-6.1883392333984375
133,initial,-9.39648151397705,-7.478712558746338
134,initial,-9.99579906463623,-7.914988040924072
135,initial,-7.411452293395996,-6.094268321990967
136,initial,-7.516864776611328,-5.953423500061035
137,initial,-7.411452293395996,-6.094268321990967
138,initial,-9.221464157104492,-7.165172100067139
139,initial,-7.769686222076416,-6.550685882568359
140,initial,-7.239635467529297,-6.182742595672607
141,initial,-8.021529197692871,-6.727021217346191
142,initial,-7.523626327514648,-6.698421955108643
143,initial,-6.670133113861084,-5.446830749511719
144,initial,-8.701753616333008,-7.612442493438721
145,initial,-7.592155456542969,-6.269185543060303
146,initial,-8.211703300476074,-7.104045867919922
147,initial,-8.506820678710938,-7.272008895874023
148,initial,-7.7900848388671875,-6.923650741577148
