item_id,model_state,dative,score
1,initial,do,-4.61685037612915
2,initial,do,-7.190393924713135
3,initial,do,-5.778975963592529
4,initial,do,-5.580938339233398
5,initial,do,-7.005357265472412
6,initial,do,-8.611783981323242
7,initial,do,-5.630888938903809
8,initial,do,-6.073756217956543
9,initial,do,-7.271601676940918
10,initial,do,-7.194647312164307
11,initial,do,-7.604414463043213
12,initial,do,-4.913233280181885
13,initial,do,-5.397738933563232
14,initial,do,-6.977752685546875
15,initial,do,-8.761186599731445
16,initial,do,-6.3743720054626465
17,initial,do,-7.312664031982422
18,initial,do,-5.40670108795166
19,initial,do,-4.928200721740723
20,initial,do,-5.722986698150635
21,initial,do,-7.254336833953857
22,initial,do,-6.647608757019043
23,initial,do,-6.0662617683410645
24,initial,do,-6.849451541900635
25,initial,do,-6.480627059936523
26,initial,do,-6.411257743835449
27,initial,do,-6.228050708770752
28,initial,do,-6.773930072784424
29,initial,do,-6.477494716644287
30,initial,do,-7.396060943603516
31,initial,do,-6.669734954833984
32,initial,do,-6.439545631408691
33,initial,do,-8.367305755615234
34,initial,do,-7.066275596618652
35,initial,do,-6.652111530303955
36,initial,do,-3.4160232543945312
37,initial,do,-7.535865783691406
38,initial,do,-7.140030860900879
39,initial,do,-7.387089252471924
40,initial,do,-7.689947605133057
41,initial,do,-5.625179290771484
42,initial,do,-6.86729097366333
43,initial,do,-6.41131591796875
44,initial,do,-5.255053997039795
45,initial,do,-6.180218696594238
46,initial,do,-5.844513416290283
47,initial,do,-6.517854690551758
48,initial,do,-5.869377613067627
49,initial,do,-5.964756965637207
50,initial,do,-6.439545631408691
51,initial,do,-5.658877372741699
52,initial,do,-3.932722806930542
53,initial,do,-6.773287296295166
54,initial,do,-5.5972466468811035
55,initial,do,-7.5001983642578125
56,initial,do,-5.993809223175049
57,initial,do,-6.334531307220459
58,initial,do,-6.691678047180176
59,initial,do,-6.102697372436523
60,initial,do,-6.4008917808532715
61,initial,do,-7.09697151184082
62,initial,do,-6.578675746917725
63,initial,do,-9.094057083129883
64,initial,do,-5.7662739753723145
65,initial,do,-5.952162265777588
66,initial,do,-4.4528117179870605
67,initial,do,-6.568117618560791
68,initial,do,-5.316159248352051
69,initial,do,-5.8164544105529785
70,initial,do,-6.865859508514404
71,initial,do,-5.5799736976623535
72,initial,do,-6.69584321975708
73,initial,do,-8.548173904418945
74,initial,do,-6.4049601554870605
75,initial,do,-4.54304838180542
76,initial,do,-6.282532215118408
77,initial,do,-6.455405235290527
78,initial,do,-8.481640815734863
79,initial,do,-7.507208347320557
80,initial,do,-7.229328155517578
81,initial,do,-7.267219543457031
82,initial,do,-6.710155963897705
83,initial,do,-7.569681644439697
84,initial,do,-6.723408222198486
85,initial,do,-5.311830520629883
86,initial,do,-8.000314712524414
87,initial,do,-5.59208869934082
88,initial,do,-6.802847385406494
89,initial,do,-5.67094087600708
90,initial,do,-5.282585620880127
91,initial,do,-6.976396083831787
92,initial,do,-6.6857099533081055
93,initial,do,-8.519869804382324
94,initial,do,-6.647539138793945
95,initial,do,-6.343162536621094
96,initial,do,-5.1636271476745605
97,initial,do,-6.182945728302002
98,initial,do,-6.4452805519104
99,initial,do,-5.4774699211120605
100,initial,do,-5.066219329833984
101,initial,do,-6.748422145843506
102,initial,do,-6.649458408355713
103,initial,do,-8.970562934875488
104,initial,do,-7.377939701080322
105,initial,do,-6.02485990524292
106,initial,do,-5.494583606719971
107,initial,do,-7.8167500495910645
108,initial,do,-5.028555870056152
109,initial,do,-7.351940155029297
110,initial,do,-6.992839813232422
111,initial,do,-6.340020179748535
112,initial,do,-6.722052097320557
113,initial,do,-5.5471601486206055
114,initial,do,-6.423760414123535
115,initial,do,-6.801667213439941
116,initial,do,-5.147281646728516
117,initial,do,-6.583818435668945
118,initial,do,-7.489383697509766
119,initial,do,-7.239768981933594
120,initial,do,-5.424743175506592
121,initial,do,-7.364511966705322
122,initial,do,-5.2704548835754395
123,initial,do,-5.009815216064453
124,initial,do,-6.896643161773682
125,initial,do,-6.02125883102417
126,initial,do,-7.423782825469971
127,initial,do,-6.526891708374023
128,initial,do,-6.709863185882568
129,initial,do,-5.659798622131348
130,initial,do,-5.778337001800537
131,initial,do,-5.265470504760742
132,initial,do,-4.854695796966553
133,initial,do,-6.613277912139893
134,initial,do,-3.9682276248931885
135,initial,do,-5.367678165435791
136,initial,do,-5.168115139007568
137,initial,do,-5.904487133026123
138,initial,do,-5.318617820739746
139,initial,do,-7.177767753601074
140,initial,do,-4.533914566040039
141,initial,do,-6.257567405700684
142,initial,do,-5.044717788696289
143,initial,do,-5.90203857421875
144,initial,do,-7.006246089935303
145,initial,do,-7.9536919593811035
146,initial,do,-5.854689598083496
147,initial,do,-7.641510963439941
148,initial,do,-9.071991920471191
149,initial,do,-7.677865028381348
150,initial,do,-6.404144287109375
151,initial,do,-6.404092311859131
152,initial,do,-4.831494331359863
153,initial,do,-6.4008917808532715
154,initial,do,-4.757353782653809
155,initial,do,-6.856884002685547
156,initial,do,-6.94270133972168
157,initial,do,-7.706247806549072
158,initial,do,-6.761810779571533
159,initial,do,-7.842047691345215
160,initial,do,-5.350696563720703
161,initial,do,-5.935755252838135
162,initial,do,-6.996949672698975
163,initial,do,-6.126063346862793
164,initial,do,-6.827560901641846
165,initial,do,-6.643547058105469
166,initial,pp,-6.810174465179443
167,initial,pp,-6.328769207000732
168,initial,pp,-6.527859210968018
169,initial,pp,-5.4524245262146
170,initial,pp,-5.979471206665039
171,initial,pp,-6.7029547691345215
172,initial,pp,-4.668377876281738
173,initial,pp,-5.59999418258667
174,initial,pp,-6.616539478302002
175,initial,pp,-6.153229713439941
176,initial,pp,-7.575235843658447
177,initial,pp,-5.055507183074951
178,initial,pp,-5.298897743225098
179,initial,pp,-6.986642360687256
180,initial,pp,-5.326009273529053
181,initial,pp,-7.800325870513916
182,initial,pp,-5.317078113555908
183,initial,pp,-6.708519458770752
184,initial,pp,-6.019256591796875
185,initial,pp,-6.744994640350342
186,initial,pp,-6.8722710609436035
187,initial,pp,-5.8942461013793945
188,initial,pp,-5.649801254272461
189,initial,pp,-5.810421943664551
190,initial,pp,-4.697091579437256
191,initial,pp,-6.753658294677734
192,initial,pp,-7.4500861167907715
193,initial,pp,-7.403947830200195
194,initial,pp,-5.299682140350342
195,initial,pp,-5.108363628387451
196,initial,pp,-5.7207136154174805
197,initial,pp,-5.085733413696289
198,initial,pp,-4.6559343338012695
199,initial,pp,-3.6752097606658936
200,initial,pp,-5.541378974914551
201,initial,pp,-5.745152473449707
202,initial,pp,-4.9673590660095215
203,initial,pp,-5.499128818511963
204,initial,pp,-5.293511390686035
205,initial,pp,-6.563187122344971
206,initial,pp,-6.290435314178467
207,initial,pp,-5.1842265129089355
208,initial,pp,-5.768459796905518
209,initial,pp,-5.449528694152832
210,initial,pp,-5.190423965454102
211,initial,pp,-6.403363227844238
212,initial,pp,-6.621901988983154
213,initial,pp,-6.612559795379639
214,initial,pp,-4.717456817626953
215,initial,pp,-7.748067855834961
216,initial,pp,-4.660614967346191
217,initial,pp,-5.700786113739014
218,initial,pp,-7.342435359954834
219,initial,pp,-7.057703971862793
220,initial,pp,-4.357157230377197
221,initial,pp,-5.236047744750977
222,initial,pp,-4.685868740081787
223,initial,pp,-4.430747032165527
224,initial,pp,-4.790985584259033
225,initial,pp,-3.5689573287963867
226,initial,pp,-6.100095272064209
227,initial,pp,-5.217289924621582
228,initial,pp,-7.381230354309082
229,initial,pp,-7.271175384521484
230,initial,pp,-5.18695068359375
231,initial,pp,-3.8293468952178955
232,initial,pp,-5.390475749969482
233,initial,pp,-4.310558795928955
234,initial,pp,-5.857356548309326
235,initial,pp,-4.579764366149902
236,initial,pp,-6.560330390930176
237,initial,pp,-6.9796142578125
238,initial,pp,-5.754292011260986
239,initial,pp,-4.463588237762451
240,initial,pp,-4.452096939086914
241,initial,pp,-4.790985107421875
242,initial,pp,-7.654975891113281
243,initial,pp,-6.000601291656494
244,initial,pp,-4.696914196014404
245,initial,pp,-6.353537082672119
246,initial,pp,-5.392246246337891
247,initial,pp,-4.379610061645508
248,initial,pp,-7.701748371124268
249,initial,pp,-5.950507164001465
250,initial,pp,-5.257544994354248
251,initial,pp,-4.470771312713623
252,initial,pp,-6.795575141906738
253,initial,pp,-6.000601291656494
254,initial,pp,-3.8418993949890137
255,initial,pp,-5.017981052398682
1,final,do,-4.0822014808654785
2,final,do,-5.4050421714782715
3,final,do,-4.836700916290283
4,final,do,-5.236534595489502
5,final,do,-4.395416259765625
6,final,do,-7.3966803550720215
7,final,do,-5.374270439147949
8,final,do,-4.866706848144531
9,final,do,-5.464751720428467
10,final,do,-5.69215202331543
11,final,do,-5.421158313751221
12,final,do,-4.42643928527832
13,final,do,-3.7972612380981445
14,final,do,-6.890604496002197
15,final,do,-7.431665897369385
16,final,do,-6.146182537078857
17,final,do,-5.704484462738037
18,final,do,-5.017251014709473
19,final,do,-4.340851306915283
20,final,do,-5.0800886154174805
21,final,do,-6.010246276855469
22,final,do,-5.843142509460449
23,final,do,-5.167632102966309
24,final,do,-5.554538249969482
25,final,do,-5.297550201416016
26,final,do,-5.553260326385498
27,final,do,-4.931153297424316
28,final,do,-5.279155254364014
29,final,do,-4.076247692108154
30,final,do,-5.311667442321777
31,final,do,-4.880669116973877
32,final,do,-5.237735271453857
33,final,do,-6.392482757568359
34,final,do,-6.726664066314697
35,final,do,-4.421305179595947
36,final,do,-3.182994842529297
37,final,do,-6.48549222946167
38,final,do,-5.826137542724609
39,final,do,-6.485731601715088
40,final,do,-6.275984764099121
41,final,do,-4.3926849365234375
42,final,do,-5.457240581512451
43,final,do,-4.841641902923584
44,final,do,-4.19787073135376
45,final,do,-4.888197422027588
46,final,do,-4.2127909660339355
47,final,do,-5.419790744781494
48,final,do,-5.55881404876709
49,final,do,-4.406644821166992
50,final,do,-5.237735748291016
51,final,do,-4.52003812789917
52,final,do,-3.307250499725342
53,final,do,-4.776700496673584
54,final,do,-4.794248580932617
55,final,do,-6.161150932312012
56,final,do,-4.052089214324951
57,final,do,-4.5142903327941895
58,final,do,-5.204741954803467
59,final,do,-4.3645920753479
60,final,do,-4.419802665710449
61,final,do,-5.355779647827148
62,final,do,-5.550474166870117
63,final,do,-9.094076156616211
64,final,do,-4.699952602386475
65,final,do,-4.979824066162109
66,final,do,-4.20841121673584
67,final,do,-4.52578592300415
68,final,do,-4.770559787750244
69,final,do,-4.1081342697143555
70,final,do,-4.841834545135498
71,final,do,-4.468390464782715
72,final,do,-5.3181586265563965
73,final,do,-5.923212051391602
74,final,do,-5.070904731750488
75,final,do,-3.53727126121521
76,final,do,-4.7625579833984375
77,final,do,-4.850884437561035
78,final,do,-7.180516242980957
79,final,do,-5.411650657653809
80,final,do,-5.933756351470947
81,final,do,-5.5422844886779785
82,final,do,-5.412968158721924
83,final,do,-5.84619665145874
84,final,do,-6.503053188323975
85,final,do,-4.399550914764404
86,final,do,-7.237510681152344
87,final,do,-4.53942346572876
88,final,do,-4.563228607177734
89,final,do,-4.139177322387695
90,final,do,-3.6411983966827393
91,final,do,-5.423611164093018
92,final,do,-4.826719760894775
93,final,do,-6.574336528778076
94,final,do,-5.073872089385986
95,final,do,-5.637079238891602
96,final,do,-4.470132350921631
97,final,do,-4.402255535125732
98,final,do,-5.704222202301025
99,final,do,-4.683488368988037
100,final,do,-4.071168422698975
101,final,do,-5.622879505157471
102,final,do,-4.8027849197387695
103,final,do,-7.014211654663086
104,final,do,-5.734527111053467
105,final,do,-4.343169689178467
106,final,do,-4.325784683227539
107,final,do,-5.682971477508545
108,final,do,-3.7497990131378174
109,final,do,-6.5180487632751465
110,final,do,-4.90718412399292
111,final,do,-4.4100189208984375
112,final,do,-5.556046485900879
113,final,do,-4.588424205780029
114,final,do,-5.3013529777526855
115,final,do,-6.801724433898926
116,final,do,-3.9148647785186768
117,final,do,-5.458130836486816
118,final,do,-5.909214496612549
119,final,do,-4.843389511108398
120,final,do,-4.673635959625244
121,final,do,-5.9310431480407715
122,final,do,-4.569551467895508
123,final,do,-4.439571857452393
124,final,do,-5.0441484451293945
125,final,do,-5.1804986000061035
126,final,do,-4.97733736038208
127,final,do,-5.25573205947876
128,final,do,-5.0541839599609375
129,final,do,-5.112565994262695
130,final,do,-4.199167728424072
131,final,do,-3.2150888442993164
132,final,do,-4.38399076461792
133,final,do,-3.97538685798645
134,final,do,-3.579387903213501
135,final,do,-3.4076695442199707
136,final,do,-4.455183506011963
137,final,do,-5.2437920570373535
138,final,do,-4.769129276275635
139,final,do,-5.43613862991333
140,final,do,-3.9830358028411865
141,final,do,-5.820149898529053
142,final,do,-3.8783862590789795
143,final,do,-4.564742565155029
144,final,do,-5.072655200958252
145,final,do,-5.790942192077637
146,final,do,-4.391186237335205
147,final,do,-5.6239333152771
148,final,do,-6.280501842498779
149,final,do,-6.026514053344727
150,final,do,-5.947210788726807
151,final,do,-4.883981704711914
152,final,do,-3.6953463554382324
153,final,do,-4.419802665710449
154,final,do,-4.123017311096191
155,final,do,-5.194758892059326
156,final,do,-5.874685764312744
157,final,do,-5.6858062744140625
158,final,do,-5.173133850097656
159,final,do,-7.342012882232666
160,final,do,-4.9744391441345215
161,final,do,-3.869567632675171
162,final,do,-5.7158989906311035
163,final,do,-5.276688575744629
164,final,do,-5.862556457519531
165,final,do,-5.607403755187988
166,final,pp,-4.4870829582214355
167,final,pp,-4.692058086395264
168,final,pp,-4.970525741577148
169,final,pp,-3.8339123725891113
170,final,pp,-4.395134925842285
171,final,pp,-5.299263954162598
172,final,pp,-3.447031259536743
173,final,pp,-4.160409927368164
174,final,pp,-5.1026411056518555
175,final,pp,-4.211869716644287
176,final,pp,-5.633153915405273
177,final,pp,-4.151101112365723
178,final,pp,-4.431146144866943
179,final,pp,-5.626742839813232
180,final,pp,-4.994138717651367
181,final,pp,-7.800338268280029
182,final,pp,-4.944892406463623
183,final,pp,-6.28690767288208
184,final,pp,-4.4400811195373535
185,final,pp,-6.496566295623779
186,final,pp,-4.9727702140808105
187,final,pp,-4.319699764251709
188,final,pp,-4.213077068328857
189,final,pp,-3.8721988201141357
190,final,pp,-4.167308330535889
191,final,pp,-6.202871799468994
192,final,pp,-6.730597496032715
193,final,pp,-5.59294319152832
194,final,pp,-4.661577224731445
195,final,pp,-4.069108486175537
196,final,pp,-5.602771759033203
197,final,pp,-3.5523126125335693
198,final,pp,-4.324138164520264
199,final,pp,-2.710941791534424
200,final,pp,-3.836469888687134
201,final,pp,-5.011175155639648
202,final,pp,-3.765774965286255
203,final,pp,-4.071669578552246
204,final,pp,-3.47459077835083
205,final,pp,-5.82391357421875
206,final,pp,-5.8803935050964355
207,final,pp,-4.886807441711426
208,final,pp,-4.367602825164795
209,final,pp,-5.068185329437256
210,final,pp,-4.13484001159668
211,final,pp,-4.723606586456299
212,final,pp,-4.9075140953063965
213,final,pp,-4.660457611083984
214,final,pp,-3.809354066848755
215,final,pp,-7.177577018737793
216,final,pp,-4.214527130126953
217,final,pp,-4.669676780700684
218,final,pp,-4.858981609344482
219,final,pp,-5.080702304840088
220,final,pp,-3.641238212585449
221,final,pp,-4.049569606781006
222,final,pp,-3.7693705558776855
223,final,pp,-2.6011903285980225
224,final,pp,-2.3533384799957275
225,final,pp,-2.7931487560272217
226,final,pp,-4.882802963256836
227,final,pp,-3.0211002826690674
228,final,pp,-5.80958890914917
229,final,pp,-5.114013671875
230,final,pp,-3.1194536685943604
231,final,pp,-2.7082173824310303
232,final,pp,-4.424026012420654
233,final,pp,-3.120068073272705
234,final,pp,-3.7252719402313232
235,final,pp,-3.5455095767974854
236,final,pp,-4.74891996383667
237,final,pp,-4.608522891998291
238,final,pp,-4.035854339599609
239,final,pp,-3.75066876411438
240,final,pp,-2.6821746826171875
241,final,pp,-2.3533380031585693
242,final,pp,-5.121306419372559
243,final,pp,-3.75433087348938
244,final,pp,-2.281182289123535
245,final,pp,-4.823907375335693
246,final,pp,-2.967299699783325
247,final,pp,-3.9881985187530518
248,final,pp,-5.701114654541016
249,final,pp,-3.712226390838623
250,final,pp,-3.4710497856140137
251,final,pp,-3.9374430179595947
252,final,pp,-4.416805267333984
253,final,pp,-3.75433087348938
254,final,pp,-2.976407051086426
255,final,pp,-3.2361791133880615
