item_id,do_score,pp_score
1,-5.619167804718018,-5.5643720626831055
2,-6.397259712219238,-5.877182960510254
3,-6.438520431518555,-5.970887184143066
4,-5.722588539123535,-5.545316696166992
5,-7.154534816741943,-6.562960147857666
6,-6.341330528259277,-5.399478435516357
7,-6.344331741333008,-5.473602294921875
8,-5.933352470397949,-5.096627235412598
9,-6.518580436706543,-5.642756938934326
10,-6.5755934715271,-5.466826438903809
11,-5.11967658996582,-5.06835412979126
12,-5.465510368347168,-5.116922855377197
13,-4.795681476593018,-5.188616752624512
14,-6.066594123840332,-5.645541191101074
15,-5.627265453338623,-5.096987247467041
16,-6.207808017730713,-5.575174331665039
17,-6.033499717712402,-5.420611381530762
18,-5.610628604888916,-5.4275803565979
19,-6.2739667892456055,-5.812318325042725
20,-5.840573787689209,-5.135402202606201
21,-6.631118297576904,-5.969206809997559
22,-5.580996036529541,-5.183398723602295
23,-5.5058722496032715,-5.428477764129639
24,-6.828513145446777,-6.239528179168701
25,-6.213669776916504,-5.464090347290039
26,-6.687238693237305,-5.428793430328369
27,-6.343610763549805,-5.455161094665527
28,-5.965608596801758,-5.351508140563965
29,-6.841013431549072,-5.863638401031494
30,-5.357703685760498,-4.857534885406494
31,-6.002635955810547,-5.888761043548584
32,-6.243597984313965,-5.542472839355469
33,-6.288990020751953,-5.941863059997559
34,-5.416248321533203,-5.257503986358643
35,-6.843181610107422,-6.254716873168945
36,-5.994818687438965,-5.684459686279297
37,-5.679762363433838,-5.547008514404297
38,-5.890682697296143,-5.705636024475098
39,-5.98710823059082,-6.0175933837890625
40,-5.559749603271484,-5.338709831237793
41,-5.257964611053467,-5.341562747955322
42,-5.961775779724121,-5.815784931182861
43,-5.753170967102051,-5.553366661071777
44,-6.2481865882873535,-6.084256172180176
45,-6.524495601654053,-5.800392150878906
46,-6.406667709350586,-5.647455215454102
47,-6.210685729980469,-5.396321773529053
48,-5.856966972351074,-5.3212409019470215
49,-6.795212745666504,-6.049734592437744
50,-6.060598850250244,-5.488033294677734
51,-5.979269981384277,-6.324787616729736
52,-6.14700984954834,-5.978989124298096
53,-5.84291410446167,-6.166860580444336
54,-6.191766738891602,-6.155928134918213
55,-5.809428691864014,-5.398804664611816
56,-6.772328853607178,-6.24015998840332
57,-6.156741142272949,-5.68973445892334
58,-6.152242660522461,-5.620566368103027
59,-6.247833728790283,-5.609598636627197
60,-6.157804012298584,-5.183236598968506
61,-5.240250587463379,-5.507144927978516
62,-6.773974418640137,-6.887176513671875
63,-6.558141231536865,-6.9464430809021
64,-6.830799102783203,-6.76296329498291
65,-5.986954212188721,-5.667250633239746
66,-7.050344467163086,-7.144399642944336
67,-6.225898265838623,-6.435267448425293
68,-5.3327741622924805,-5.467677116394043
69,-6.833403587341309,-6.5405778884887695
70,-5.223136901855469,-5.100046634674072
71,-6.491963863372803,-6.717630863189697
72,-5.617180824279785,-5.77799129486084
